Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,company_ticker
2021-12-06 00:00:00-05:00,617.469970703125,625.9000244140625,605.72998046875,622.0399780273438,3170000,0.0,0.0,ADBE
2021-12-07 00:00:00-05:00,644.1900024414062,655.219970703125,640.0499877929688,649.9600219726562,3943500,0.0,0.0,ADBE
2021-12-08 00:00:00-05:00,647.2999877929688,654.6500244140625,641.6099853515625,653.0999755859375,2416200,0.0,0.0,ADBE
2021-12-09 00:00:00-05:00,650.9199829101562,655.719970703125,630.8800048828125,632.5700073242188,2550700,0.0,0.0,ADBE
2021-12-10 00:00:00-05:00,638.1300048828125,654.969970703125,635.0999755859375,654.4500122070312,2873000,0.0,0.0,ADBE
2021-12-13 00:00:00-05:00,652.77001953125,675.2100219726562,650.97998046875,658.2999877929688,3829400,0.0,0.0,ADBE
2021-12-14 00:00:00-05:00,635.3599853515625,636.0,599.0999755859375,614.8599853515625,5934200,0.0,0.0,ADBE
2021-12-15 00:00:00-05:00,615.9600219726562,631.25,604.6199951171875,630.3300170898438,4288800,0.0,0.0,ADBE
2021-12-16 00:00:00-05:00,578.4000244140625,591.5800170898438,556.1500244140625,566.0900268554688,10961200,0.0,0.0,ADBE
2021-12-17 00:00:00-05:00,566.0900268554688,566.989990234375,545.1400146484375,556.6400146484375,7999200,0.0,0.0,ADBE
2021-12-20 00:00:00-05:00,545.6099853515625,557.27001953125,543.5,549.77001953125,3441100,0.0,0.0,ADBE
2021-12-21 00:00:00-05:00,550.9099731445312,559.8900146484375,538.0499877929688,557.52001953125,4104700,0.0,0.0,ADBE
2021-12-22 00:00:00-05:00,560.2999877929688,564.9199829101562,552.239990234375,563.97998046875,4526200,0.0,0.0,ADBE
2021-12-23 00:00:00-05:00,568.9600219726562,572.5700073242188,566.1599731445312,569.6199951171875,2147700,0.0,0.0,ADBE
2021-12-27 00:00:00-05:00,575.0399780273438,580.8800048828125,572.0900268554688,577.6799926757812,1980100,0.0,0.0,ADBE
2021-12-28 00:00:00-05:00,582.8400268554688,582.8800048828125,568.3499755859375,569.3599853515625,2107800,0.0,0.0,ADBE
2021-12-29 00:00:00-05:00,573.3300170898438,576.9600219726562,562.780029296875,569.2899780273438,2484200,0.0,0.0,ADBE
2021-12-30 00:00:00-05:00,570.5700073242188,578.989990234375,566.0399780273438,570.530029296875,1564600,0.0,0.0,ADBE
2021-12-31 00:00:00-05:00,570.0,570.1699829101562,565.0700073242188,567.0599975585938,1581400,0.0,0.0,ADBE
2022-01-03 00:00:00-05:00,566.6500244140625,575.0,553.27001953125,564.3699951171875,2862700,0.0,0.0,ADBE
2022-01-04 00:00:00-05:00,563.9000244140625,564.2999877929688,541.3099975585938,554.0,4344800,0.0,0.0,ADBE
2022-01-05 00:00:00-05:00,535.0,538.75,514.0,514.4299926757812,7394800,0.0,0.0,ADBE
2022-01-06 00:00:00-05:00,510.0,526.3099975585938,508.20001220703125,514.1199951171875,3913600,0.0,0.0,ADBE
2022-01-07 00:00:00-05:00,513.6599731445312,520.4199829101562,504.0,510.70001220703125,3605400,0.0,0.0,ADBE
2022-01-10 00:00:00-05:00,500.0,526.5800170898438,497.010009765625,525.8300170898438,5429700,0.0,0.0,ADBE
2022-01-11 00:00:00-05:00,525.5499877929688,535.1799926757812,520.97998046875,529.8900146484375,3422200,0.0,0.0,ADBE
2022-01-12 00:00:00-05:00,533.0900268554688,541.5900268554688,529.280029296875,532.3699951171875,2901800,0.0,0.0,ADBE
2022-01-13 00:00:00-05:00,532.219970703125,535.27001953125,516.3200073242188,516.9000244140625,3406500,0.0,0.0,ADBE
2022-01-14 00:00:00-05:00,514.489990234375,522.5700073242188,511.2699890136719,520.5999755859375,2659800,0.0,0.0,ADBE
2022-01-18 00:00:00-05:00,510.3900146484375,519.3900146484375,504.9800109863281,513.3400268554688,3461000,0.0,0.0,ADBE
2022-01-19 00:00:00-05:00,516.47998046875,528.9199829101562,515.2999877929688,516.5800170898438,2985900,0.0,0.0,ADBE
2022-01-20 00:00:00-05:00,522.3800048828125,532.030029296875,509.6400146484375,510.8500061035156,3208100,0.0,0.0,ADBE
2022-01-21 00:00:00-05:00,508.5,513.8599853515625,499.2699890136719,499.9100036621094,4276100,0.0,0.0,ADBE
2022-01-24 00:00:00-05:00,491.07000732421875,520.4299926757812,483.30999755859375,519.6599731445312,7538000,0.0,0.0,ADBE
2022-01-25 00:00:00-05:00,505.510009765625,514.260009765625,500.010009765625,502.7200012207031,4051500,0.0,0.0,ADBE
2022-01-26 00:00:00-05:00,514.0,520.489990234375,494.2200012207031,500.80999755859375,4449500,0.0,0.0,ADBE
