Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,company_ticker
2021-11-29 00:00:00-05:00,76.75815530058277,77.56145137181005,75.99357309369454,77.1452865600586,2404200,0.0,0.0,CTSH
2021-11-30 00:00:00-05:00,76.99043122400303,77.08721218376385,74.97735477175672,75.470947265625,4891600,0.0,0.0,CTSH
2021-12-01 00:00:00-05:00,76.45812161250815,76.88396667801246,74.31923074207597,74.38697814941406,3123400,0.0,0.0,CTSH
2021-12-02 00:00:00-05:00,74.9773555757817,77.15496042136449,74.41601566566987,76.8742904663086,3070700,0.0,0.0,CTSH
2021-12-03 00:00:00-05:00,77.30981019133587,77.44530501623285,75.27738043396693,75.99356842041016,3494000,0.0,0.0,CTSH
2021-12-06 00:00:00-05:00,76.91299945309234,78.67443941008804,75.98388899726189,78.1227798461914,2877900,0.0,0.0,CTSH
2021-12-07 00:00:00-05:00,78.95511419167008,79.73904957164453,78.6744442371809,78.82929229736328,2848500,0.0,0.0,CTSH
2021-12-08 00:00:00-05:00,79.10997018788512,79.53581531795545,78.58734408750283,78.60670471191406,2472200,0.0,0.0,CTSH
2021-12-09 00:00:00-05:00,78.24859941619269,78.62605033256999,77.96792946074808,78.38409423828125,2160000,0.0,0.0,CTSH
2021-12-10 00:00:00-05:00,78.63573239075771,79.63259033994659,78.63573239075771,79.45838165283203,2435900,0.0,0.0,CTSH
2021-12-13 00:00:00-05:00,79.3616088086402,79.73905977201689,78.80994914032698,79.29386138916016,2180000,0.0,0.0,CTSH
2021-12-14 00:00:00-05:00,78.74219506294268,80.0487565475353,78.55830606108171,79.2454605102539,2490100,0.0,0.0,CTSH
2021-12-15 00:00:00-05:00,79.30352506131294,80.37781061901761,78.61637069822575,80.23263549804688,2938000,0.0,0.0,CTSH
2021-12-16 00:00:00-05:00,81.57790953371077,82.5941205984396,80.92946903756285,81.95536041259766,5230400,0.0,0.0,CTSH
2021-12-17 00:00:00-05:00,81.55855213034538,83.17482435518932,81.3359566719202,82.09085845947266,7361900,0.0,0.0,CTSH
2021-12-20 00:00:00-05:00,80.92947926943668,81.36499729739519,79.2164259404496,80.24232482910156,2055300,0.0,0.0,CTSH
2021-12-21 00:00:00-05:00,80.83270314277289,82.56510997282184,80.67785505445542,82.45864868164062,2186100,0.0,0.0,CTSH
2021-12-22 00:00:00-05:00,82.18764488298402,83.20386343932731,82.10054423273897,83.13611602783203,1947200,0.0,0.0,CTSH
2021-12-23 00:00:00-05:00,83.2812892841469,84.17168592483887,83.1651477025251,83.51356506347656,1647300,0.0,0.0,CTSH
2021-12-27 00:00:00-05:00,83.65874892490481,85.3427614226328,83.5813211957435,85.25565338134766,1883500,0.0,0.0,CTSH
2021-12-28 00:00:00-05:00,85.42985531966656,86.02990909731061,85.15886567296089,85.87506103515625,1516500,0.0,0.0,CTSH
2021-12-29 00:00:00-05:00,85.82666586063348,87.18162146226278,85.67181041637231,86.70738220214844,2060900,0.0,0.0,CTSH
2021-12-30 00:00:00-05:00,86.70739576984727,87.05581319004017,85.97185444625349,86.07831573486328,1412700,0.0,0.0,CTSH
2021-12-31 00:00:00-05:00,85.86539459228516,86.30091268284536,85.79764716966656,85.86539459228516,1356500,0.0,0.0,CTSH
2022-01-03 00:00:00-05:00,85.82667090406166,87.07516530710511,85.54600093278077,86.68803405761719,2673800,0.0,0.0,CTSH
2022-01-04 00:00:00-05:00,86.6880417442605,89.06888917143684,86.66868850283154,88.478515625,2702700,0.0,0.0,CTSH
2022-01-05 00:00:00-05:00,88.47851381815836,88.96242606706613,87.08485156236611,87.1235580444336,2523700,0.0,0.0,CTSH
2022-01-06 00:00:00-05:00,87.19129804784592,87.78167153201224,85.15886825208507,85.39115142822266,3207600,0.0,0.0,CTSH
2022-01-07 00:00:00-05:00,85.3330688654781,85.3330688654781,84.18136294110707,84.6072006225586,2755000,0.0,0.0,CTSH
2022-01-10 00:00:00-05:00,83.16516097077454,83.95877677868621,82.15862258787668,83.89102935791016,3504400,0.0,0.0,CTSH
2022-01-11 00:00:00-05:00,83.71682310524419,85.19759347700877,82.76835180264355,85.1395263671875,2797400,0.0,0.0,CTSH
2022-01-12 00:00:00-05:00,85.59438764476533,86.72674035905568,84.80077197527376,85.23628997802734,2858300,0.0,0.0,CTSH
