Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,company_ticker
2021-11-29 00:00:00-05:00,342.2699890136719,358.3599853515625,342.2699890136719,355.9200134277344,2288000,0.0,0.0,ZS
2021-11-30 00:00:00-05:00,355.8800048828125,358.82000732421875,343.69000244140625,346.9700012207031,3887400,0.0,0.0,ZS
2021-12-01 00:00:00-05:00,371.05999755859375,373.739990234375,314.70001220703125,318.2099914550781,5676000,0.0,0.0,ZS
2021-12-02 00:00:00-05:00,318.2200012207031,334.739990234375,316.510009765625,331.9700012207031,2609800,0.0,0.0,ZS
2021-12-03 00:00:00-05:00,330.0,330.0,300.5400085449219,313.3500061035156,2632000,0.0,0.0,ZS
2021-12-06 00:00:00-05:00,301.94000244140625,304.1669921875,265.3299865722656,274.3599853515625,7468600,0.0,0.0,ZS
2021-12-07 00:00:00-05:00,286.0,300.44000244140625,285.010009765625,297.760009765625,4002800,0.0,0.0,ZS
2021-12-08 00:00:00-05:00,298.3800048828125,313.4100036621094,293.20001220703125,311.80999755859375,3206300,0.0,0.0,ZS
2021-12-09 00:00:00-05:00,313.0,317.7799987792969,300.2650146484375,303.0400085449219,3579700,0.0,0.0,ZS
2021-12-10 00:00:00-05:00,303.5,311.8699951171875,300.5,305.75,1929400,0.0,0.0,ZS
2021-12-13 00:00:00-05:00,311.1000061035156,320.989990234375,304.1700134277344,308.5400085449219,2417100,0.0,0.0,ZS
2021-12-14 00:00:00-05:00,285.44000244140625,287.8299865722656,272.5199890136719,284.3399963378906,5116800,0.0,0.0,ZS
2021-12-15 00:00:00-05:00,282.9700012207031,309.0400085449219,281.5570068359375,307.239990234375,2972400,0.0,0.0,ZS
2021-12-16 00:00:00-05:00,305.0,307.19000244140625,291.7799987792969,295.25,3188400,0.0,0.0,ZS
2021-12-17 00:00:00-05:00,286.7099914550781,307.07000732421875,285.0,304.8699951171875,9125500,0.0,0.0,ZS
2021-12-20 00:00:00-05:00,298.45001220703125,308.489990234375,294.5400085449219,305.94000244140625,2154400,0.0,0.0,ZS
2021-12-21 00:00:00-05:00,307.8800048828125,320.68499755859375,300.1099853515625,319.4200134277344,3284700,0.0,0.0,ZS
2021-12-22 00:00:00-05:00,319.0799865722656,322.4800109863281,314.0199890136719,322.010009765625,1292300,0.0,0.0,ZS
2021-12-23 00:00:00-05:00,322.0,326.239990234375,316.75,323.0,940900,0.0,0.0,ZS
2021-12-27 00:00:00-05:00,326.8500061035156,332.5,326.3900146484375,329.8900146484375,1242500,0.0,0.0,ZS
2021-12-28 00:00:00-05:00,331.54998779296875,332.04998779296875,321.6499938964844,324.6600036621094,949600,0.0,0.0,ZS
2021-12-29 00:00:00-05:00,326.0,326.0,317.0,323.17999267578125,1068400,0.0,0.0,ZS
2021-12-30 00:00:00-05:00,323.17999267578125,329.67999267578125,323.0050048828125,324.5899963378906,1192000,0.0,0.0,ZS
2021-12-31 00:00:00-05:00,324.4599914550781,326.0,321.0,321.3299865722656,940800,0.0,0.0,ZS
2022-01-03 00:00:00-05:00,322.6000061035156,323.54998779296875,300.5,301.8299865722656,2576000,0.0,0.0,ZS
2022-01-04 00:00:00-05:00,297.9649963378906,298.19000244140625,270.7200012207031,281.5799865722656,3827700,0.0,0.0,ZS
2022-01-05 00:00:00-05:00,275.010009765625,280.3699951171875,256.3999938964844,262.3299865722656,3437700,0.0,0.0,ZS
2022-01-06 00:00:00-05:00,261.0,266.32000732421875,252.35000610351562,260.2099914550781,2439600,0.0,0.0,ZS
2022-01-07 00:00:00-05:00,258.3800048828125,268.3599853515625,254.3509979248047,261.5299987792969,1696000,0.0,0.0,ZS
2022-01-10 00:00:00-05:00,254.5,276.0199890136719,249.00999450683594,275.6499938964844,4333300,0.0,0.0,ZS
2022-01-11 00:00:00-05:00,270.45001220703125,281.3699951171875,267.3299865722656,277.5299987792969,1517900,0.0,0.0,ZS
2022-01-12 00:00:00-05:00,283.1099853515625,288.6099853515625,272.8800048828125,273.9800109863281,1881000,0.0,0.0,ZS
2022-01-13 00:00:00-05:00,274.6499938964844,277.2699890136719,250.32000732421875,250.47000122070312,3137300,0.0,0.0,ZS
2022-01-14 00:00:00-05:00,248.0,257.70001220703125,247.44000244140625,254.74000549316406,2071300,0.0,0.0,ZS
2022-01-18 00:00:00-05:00,251.49000549316406,266.4599914550781,245.3000030517578,259.20001220703125,3172400,0.0,0.0,ZS
2022-01-19 00:00:00-05:00,258.8800048828125,267.489990234375,252.97999572753906,253.11000061035156,2433700,0.0,0.0,ZS
2022-01-20 00:00:00-05:00,256.510009765625,264.3349914550781,250.24000549316406,250.6699981689453,2179000,0.0,0.0,ZS
2022-01-21 00:00:00-05:00,249.32699584960938,256.510009765625,241.11000061035156,241.94000244140625,2761500,0.0,0.0,ZS
2022-01-24 00:00:00-05:00,234.99000549316406,244.2100067138672,220.0709991455078,243.1999969482422,4143300,0.0,0.0,ZS
2022-01-25 00:00:00-05:00,239.83999633789062,241.5,225.61000061035156,228.8800048828125,3005500,0.0,0.0,ZS
2022-01-26 00:00:00-05:00,236.91000366210938,241.9600067138672,224.4199981689453,226.85000610351562,3335900,0.0,0.0,ZS
2022-01-27 00:00:00-05:00,229.86000061035156,235.5500030517578,220.92999267578125,223.0800018310547,2697200,0.0,0.0,ZS
2022-01-28 00:00:00-05:00,226.50999450683594,238.94000244140625,220.6699981689453,238.6999969482422,2803900,0.0,0.0,ZS
2022-01-31 00:00:00-05:00,240.36000061035156,257.3299865722656,240.0,257.1099853515625,2759500,0.0,0.0,ZS
2022-02-01 00:00:00-05:00,260.0,264.625,253.49000549316406,261.0899963378906,1959900,0.0,0.0,ZS
2022-02-02 00:00:00-05:00,261.7200012207031,263.57000732421875,251.94500732421875,257.5,1791900,0.0,0.0,ZS
2022-02-03 00:00:00-05:00,249.25999450683594,259.1300048828125,244.25999450683594,245.02000427246094,1835200,0.0,0.0,ZS
2022-02-04 00:00:00-05:00,247.42999267578125,263.2799987792969,243.52000427246094,258.9800109863281,2010000,0.0,0.0,ZS
2022-02-07 00:00:00-05:00,260.1650085449219,271.42999267578125,258.70001220703125,262.9200134277344,1557700,0.0,0.0,ZS
2022-02-08 00:00:00-05:00,260.57000732421875,273.75,259.0799865722656,270.7099914550781,2017500,0.0,0.0,ZS
2022-02-09 00:00:00-05:00,276.0,281.25,270.1199951171875,280.8500061035156,2173400,0.0,0.0,ZS
2022-02-10 00:00:00-05:00,276.5199890136719,290.4700012207031,274.2099914550781,284.1000061035156,2104400,0.0,0.0,ZS
2022-02-11 00:00:00-05:00,285.07000732421875,288.5199890136719,269.43499755859375,273.0,2015000,0.0,0.0,ZS
2022-02-14 00:00:00-05:00,273.5199890136719,283.45001220703125,272.5,274.42999267578125,2134300,0.0,0.0,ZS
2022-02-15 00:00:00-05:00,280.239990234375,287.2699890136719,275.5,285.82000732421875,2136500,0.0,0.0,ZS
2022-02-16 00:00:00-05:00,284.1099853515625,286.8900146484375,277.25,280.8699951171875,1863100,0.0,0.0,ZS
2022-02-17 00:00:00-05:00,280.90301513671875,280.90301513671875,259.3800048828125,261.94000244140625,2325200,0.0,0.0,ZS
2022-02-18 00:00:00-05:00,264.5199890136719,264.5199890136719,253.1999969482422,255.22000122070312,2221200,0.0,0.0,ZS
2022-02-22 00:00:00-05:00,251.55999755859375,263.0,251.0,254.80999755859375,1680800,0.0,0.0,ZS
2022-02-23 00:00:00-05:00,262.5,265.45001220703125,239.11000061035156,239.39999389648438,3024600,0.0,0.0,ZS
2022-02-24 00:00:00-05:00,227.6199951171875,264.7900085449219,227.47999572753906,263.3800048828125,6517500,0.0,0.0,ZS
2022-02-25 00:00:00-05:00,224.49000549316406,228.0,206.0,221.85000610351562,12093100,0.0,0.0,ZS
2022-02-28 00:00:00-05:00,228.4199981689453,244.94700622558594,227.16000366210938,239.14999389648438,6713600,0.0,0.0,ZS
2022-03-01 00:00:00-05:00,245.10000610351562,260.8659973144531,241.30999755859375,247.8300018310547,5707900,0.0,0.0,ZS
2022-03-02 00:00:00-05:00,253.25999450683594,257.5400085449219,242.11000061035156,254.41000366210938,2968400,0.0,0.0,ZS
2022-03-03 00:00:00-05:00,252.97999572753906,256.4100036621094,238.3800048828125,242.02999877929688,2799400,0.0,0.0,ZS
2022-03-04 00:00:00-05:00,242.36000061035156,244.0,223.0399932861328,225.5,3613100,0.0,0.0,ZS
2022-03-07 00:00:00-05:00,228.3699951171875,229.97000122070312,204.36000061035156,204.3699951171875,4379300,0.0,0.0,ZS
2022-03-08 00:00:00-05:00,203.5,203.9199981689453,190.1300048828125,198.6300048828125,4389600,0.0,0.0,ZS
2022-03-09 00:00:00-05:00,203.83999633789062,213.57000732421875,199.1199951171875,212.35000610351562,3050600,0.0,0.0,ZS
2022-03-10 00:00:00-05:00,212.1300048828125,213.50999450683594,204.8699951171875,208.41000366210938,2305100,0.0,0.0,ZS
2022-03-11 00:00:00-05:00,211.02000427246094,211.6699981689453,200.5,201.13999938964844,1893600,0.0,0.0,ZS
2022-03-14 00:00:00-04:00,200.0,203.5800018310547,186.0,189.52999877929688,2968400,0.0,0.0,ZS
2022-03-15 00:00:00-04:00,190.85000610351562,197.21499633789062,186.24000549316406,196.61000061035156,2215800,0.0,0.0,ZS
2022-03-16 00:00:00-04:00,200.60000610351562,208.8800048828125,195.1300048828125,207.02999877929688,3084200,0.0,0.0,ZS
2022-03-17 00:00:00-04:00,204.41000366210938,216.3300018310547,202.55999755859375,214.8300018310547,1865900,0.0,0.0,ZS
2022-03-18 00:00:00-04:00,213.80999755859375,224.75,212.1199951171875,222.7100067138672,5406800,0.0,0.0,ZS
