Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,company_ticker
2021-11-29 00:00:00-05:00,641.3699951171875,647.8800048828125,634.6500244140625,644.1500244140625,315800,0.0,0.0,ORLY
2021-11-30 00:00:00-05:00,641.8699951171875,651.8200073242188,633.3400268554688,638.1599731445312,690000,0.0,0.0,ORLY
2021-12-01 00:00:00-05:00,642.4099731445312,652.4299926757812,636.260009765625,636.739990234375,454300,0.0,0.0,ORLY
2021-12-02 00:00:00-05:00,637.8099975585938,663.4099731445312,637.8099975585938,657.3499755859375,560900,0.0,0.0,ORLY
2021-12-03 00:00:00-05:00,661.97998046875,668.489990234375,655.4199829101562,659.1799926757812,467100,0.0,0.0,ORLY
2021-12-06 00:00:00-05:00,665.4000244140625,672.8699951171875,660.7000122070312,661.4299926757812,395700,0.0,0.0,ORLY
2021-12-07 00:00:00-05:00,666.3300170898438,675.7999877929688,663.3900146484375,672.7899780273438,482700,0.0,0.0,ORLY
2021-12-08 00:00:00-05:00,678.2000122070312,683.1900024414062,666.1400146484375,674.719970703125,396200,0.0,0.0,ORLY
2021-12-09 00:00:00-05:00,674.719970703125,680.9199829101562,670.9500122070312,672.0,297000,0.0,0.0,ORLY
2021-12-10 00:00:00-05:00,677.9099731445312,682.4299926757812,673.6500244140625,682.3699951171875,261000,0.0,0.0,ORLY
2021-12-13 00:00:00-05:00,681.530029296875,683.719970703125,669.4299926757812,671.760009765625,429500,0.0,0.0,ORLY
2021-12-14 00:00:00-05:00,672.3300170898438,673.1099853515625,663.8900146484375,667.3599853515625,519900,0.0,0.0,ORLY
2021-12-15 00:00:00-05:00,668.1300048828125,689.9000244140625,668.1300048828125,687.2100219726562,424900,0.0,0.0,ORLY
2021-12-16 00:00:00-05:00,691.3900146484375,696.5800170898438,684.3499755859375,687.469970703125,472300,0.0,0.0,ORLY
2021-12-17 00:00:00-05:00,686.739990234375,691.3699951171875,672.4500122070312,676.0700073242188,1071300,0.0,0.0,ORLY
2021-12-20 00:00:00-05:00,672.9099731445312,679.27001953125,662.3400268554688,672.5900268554688,489300,0.0,0.0,ORLY
