Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,company_ticker
2021-11-29 00:00:00-05:00,83.34792378899438,83.84256701221115,82.8342516394564,83.74744415283203,26700,0.0,0.0,0.0,QQQE
2021-11-30 00:00:00-05:00,83.38596647788455,83.56669771634591,81.61665388303851,81.71177673339844,34600,0.0,0.0,0.0,QQQE
2021-12-01 00:00:00-05:00,82.80571649698464,83.06254894611853,80.31345690997695,80.37052917480469,36900,0.0,0.0,0.0,QQQE
2021-12-02 00:00:00-05:00,80.42760380444909,81.81641780424214,80.41808934175357,81.45494079589844,44800,0.0,0.0,0.0,QQQE
2021-12-03 00:00:00-05:00,81.7212855627081,81.7212855627081,79.57147445719795,80.2563705444336,59000,0.0,0.0,0.0,QQQE
2021-12-06 00:00:00-05:00,80.45613940932859,81.26469455535714,79.64758426330005,81.055419921875,61100,0.0,0.0,0.0,QQQE
2021-12-07 00:00:00-05:00,82.24448212448782,83.30987706834674,82.24448212448782,83.08157348632812,21800,0.0,0.0,0.0,QQQE
2021-12-08 00:00:00-05:00,83.16718099268799,83.42401342552503,82.76766064942655,83.39547729492188,21400,0.0,0.0,0.0,QQQE
2021-12-09 00:00:00-05:00,83.20568069298353,83.38269343153756,82.12393951416016,82.12393951416016,35900,2.867,0.0,0.0,QQQE
2021-12-10 00:00:00-05:00,82.70414917514141,82.96967205305688,81.92726029581074,82.6943130493164,46300,0.0,0.0,0.0,QQQE
2021-12-13 00:00:00-05:00,82.49763677167516,82.556638521968,81.80925800903934,81.96659851074219,155000,0.0,0.0,0.0,QQQE
2021-12-14 00:00:00-05:00,81.07170171928013,81.67157782391938,80.61933748513282,81.26837921142578,40400,0.0,0.0,0.0,QQQE
2021-12-15 00:00:00-05:00,81.3765556429864,82.77298537118118,80.62916765352722,82.74348449707031,40800,0.0,0.0,0.0,QQQE
2021-12-16 00:00:00-05:00,83.0975165177496,83.0975165177496,81.06187351381597,81.34706115722656,40400,0.0,0.0,0.0,QQQE
2021-12-17 00:00:00-05:00,80.78651227895342,82.01576533401126,80.49148854463346,81.27821350097656,50300,0.0,0.0,0.0,QQQE
2021-12-20 00:00:00-05:00,80.25547989890009,80.47182965277614,79.70477689104528,80.28498077392578,72500,0.0,0.0,0.0,QQQE
2021-12-21 00:00:00-05:00,81.18915724017361,82.35139465332031,80.66713668855253,82.35139465332031,39800,0.128,0.0,0.0,QQQE
2021-12-22 00:00:00-05:00,82.19381230146683,83.04086720058474,82.19381230146683,83.02117156982422,34300,0.0,0.0,0.0,QQQE
2021-12-23 00:00:00-05:00,82.962059255593,83.81895802785506,82.962059255593,83.58257293701172,26700,0.0,0.0,0.0,QQQE
2021-12-27 00:00:00-05:00,83.84852005404056,84.51828419200423,83.79927722178533,84.49858856201172,29200,0.0,0.0,0.0,QQQE
2021-12-28 00:00:00-05:00,84.80392156535565,84.80392156535565,83.90762384699588,84.12431335449219,29400,0.0,0.0,0.0,QQQE
2021-12-29 00:00:00-05:00,84.19325342835528,84.42963854970627,83.73032724290509,84.26219940185547,12300,0.0,0.0,0.0,QQQE
2021-12-30 00:00:00-05:00,84.46903015012703,85.05999666059957,84.40992823889695,84.47887420654297,16700,0.0,0.0,0.0,QQQE
2021-12-31 00:00:00-05:00,84.44934533986901,84.5675416734395,83.96672346158276,84.02581787109375,15800,0.0,0.0,0.0,QQQE
2022-01-03 00:00:00-05:00,84.03565805982558,84.18340157813664,83.2280020095456,83.89776611328125,62900,0.0,0.0,0.0,QQQE
2022-01-04 00:00:00-05:00,83.89776421076303,83.89776421076303,82.11501300333285,82.88327026367188,137700,0.0,0.0,0.0,QQQE
2022-01-05 00:00:00-05:00,82.31200957379421,82.84388178500708,80.47015622280976,80.56865692138672,70800,0.0,0.0,0.0,QQQE
2022-01-06 00:00:00-05:00,80.5095460990436,81.58314197555123,79.88903234516685,80.90352630615234,31000,0.0,0.0,0.0,QQQE
2022-01-07 00:00:00-05:00,80.81488250298115,80.99217321562263,79.80038105508717,80.03677368164062,41700,0.0,0.0,0.0,QQQE
2022-01-10 00:00:00-05:00,79.29806535113383,79.96782944513271,77.97823279183572,79.9185791015625,90900,0.0,0.0,0.0,QQQE
2022-01-11 00:00:00-05:00,79.88904322196238,81.44526111891797,79.62310335227394,81.43540954589844,29300,0.0,0.0,0.0,QQQE
2022-01-12 00:00:00-05:00,81.75057954500443,81.97712060195163,80.90352474614542,81.38614654541016,20900,0.0,0.0,0.0,QQQE
2022-01-13 00:00:00-05:00,81.73087780455361,81.73087780455361,79.47534903343261,79.62308502197266,61900,0.0,0.0,0.0,QQQE
2022-01-14 00:00:00-05:00,79.25866159010286,79.86932373046875,78.81543106951317,79.86932373046875,20400,0.0,0.0,0.0,QQQE
2022-01-18 00:00:00-05:00,78.85483535434383,79.20941678979742,77.8403413918979,77.97823333740234,76800,0.0,0.0,0.0,QQQE
2022-01-19 00:00:00-05:00,78.41160139817094,78.79572998066295,77.47590511046913,77.55469512939453,79500,0.0,0.0,0.0,QQQE
2022-01-20 00:00:00-05:00,78.34266926631706,79.25867008964289,76.55006639335711,76.6485595703125,69300,0.0,0.0,0.0,QQQE
2022-01-21 00:00:00-05:00,76.29398445346554,76.95389705983699,74.8658144827156,74.97415924072266,161100,0.0,0.0,0.0,QQQE
2022-01-24 00:00:00-05:00,74.08769560336549,75.68330452617008,71.82231507664271,75.64391326904297,160900,0.0,0.0,0.0,QQQE
2022-01-25 00:00:00-05:00,74.15662644571765,74.63924814980722,73.10273394072038,73.59520721435547,54700,0.0,0.0,0.0,QQQE
2022-01-26 00:00:00-05:00,74.57032428136951,75.37798038879384,72.29509948786087,72.90576171875,214200,0.0,0.0,0.0,QQQE
2022-01-27 00:00:00-05:00,73.95965088611582,74.04830000481896,71.79277095299737,72.00946044921875,63300,0.0,0.0,0.0,QQQE
2022-01-28 00:00:00-05:00,71.89124980937922,73.93994052888593,70.97524917615577,73.8709945678711,196000,0.0,0.0,0.0,QQQE
2022-01-31 00:00:00-05:00,74.02859845683152,76.49096523603086,73.88085494717015,76.46141052246094,77700,0.0,0.0,0.0,QQQE
2022-02-01 00:00:00-05:00,76.71749907785768,77.0819320678711,75.71285673433412,77.0819320678711,92700,0.0,0.0,0.0,QQQE
2022-02-02 00:00:00-05:00,77.3084693697381,77.32817251315639,76.45157049472925,77.20997619628906,36400,0.0,0.0,0.0,QQQE
2022-02-03 00:00:00-05:00,76.14624324963259,76.39247997726902,74.92491118462952,75.0726547241211,53600,0.0,0.0,0.0,QQQE
2022-02-04 00:00:00-05:00,74.82640823962149,76.09699049029584,74.43242802386588,75.59466552734375,18700,0.0,0.0,0.0,QQQE
2022-02-07 00:00:00-05:00,75.80149909710595,76.1954792902381,75.13173502314542,75.24993133544922,23400,0.0,0.0,0.0,QQQE
2022-02-08 00:00:00-05:00,75.00369046689055,76.4318601333998,75.00369046689055,76.2939682006836,27100,0.0,0.0,0.0,QQQE
2022-02-09 00:00:00-05:00,77.05238324160229,78.14566715946127,77.04253167058101,78.07672119140625,56800,0.0,0.0,0.0,QQQE
2022-02-10 00:00:00-05:00,76.60915906828804,78.26386995326996,76.11668568007374,76.51066589355469,86400,0.0,0.0,0.0,QQQE
2022-02-11 00:00:00-05:00,76.75688417875432,76.8356817054617,74.14677434430203,74.40286254882812,67400,0.0,0.0,0.0,QQQE
2022-02-14 00:00:00-05:00,74.60972077814353,74.91505188426348,73.61492239702824,74.196044921875,296300,0.0,0.0,0.0,QQQE
2022-02-15 00:00:00-05:00,75.37797045910393,76.14622769001718,75.25978166330007,76.09698486328125,34700,0.0,0.0,0.0,QQQE
2022-02-16 00:00:00-05:00,75.78181916190772,76.17579192207666,75.02340581803021,75.97880554199219,45600,0.0,0.0,0.0,QQQE
2022-02-17 00:00:00-05:00,75.55526706533578,75.55526706533578,73.77251578702378,73.80206298828125,30600,0.0,0.0,0.0,QQQE
2022-02-18 00:00:00-05:00,73.8119129622999,74.02860245289386,72.58072950624097,72.89591217041016,1002500,0.0,0.0,0.0,QQQE
2022-02-22 00:00:00-05:00,72.50192936892942,73.45732889899415,71.78291494990172,72.4329833984375,3546100,0.0,0.0,0.0,QQQE
2022-02-23 00:00:00-05:00,73.21109153794043,73.21109153794043,70.74872473670106,70.82752227783203,162200,0.0,0.0,0.0,QQQE
2022-02-24 00:00:00-05:00,68.94627736783715,72.99440939731257,68.72958786521058,72.87621307373047,133100,0.0,0.0,0.0,QQQE
2022-02-25 00:00:00-05:00,73.10275308492787,74.13694272166849,72.33449577919262,74.08769989013672,82700,0.0,0.0,0.0,QQQE
2022-02-28 00:00:00-05:00,73.43763224594852,74.58017416026385,73.11260550750517,74.15664672851562,61700,0.0,0.0,0.0,QQQE
2022-03-01 00:00:00-05:00,73.9104013438461,74.47182066282708,72.75801550718202,73.21109008789062,227500,0.0,0.0,0.0,QQQE
2022-03-02 00:00:00-05:00,73.41792878091158,74.54076743091831,73.19138773085366,74.30438232421875,39700,0.0,0.0,0.0,QQQE
2022-03-03 00:00:00-05:00,74.90520109510493,74.90520109510493,72.94515171096,73.24063873291016,157300,0.0,0.0,0.0,QQQE
2022-03-04 00:00:00-05:00,72.87621294771516,72.98455769884112,71.78292137875184,72.25569915771484,387000,0.0,0.0,0.0,QQQE
2022-03-07 00:00:00-05:00,72.29508657566356,72.3049381463678,69.71452361306142,69.82286834716797,70900,0.0,0.0,0.0,QQQE
2022-03-08 00:00:00-05:00,69.55694337630577,71.25104550297344,68.85763207362696,69.45844268798828,68300,0.0,0.0,0.0,QQQE
2022-03-09 00:00:00-05:00,71.0048088149434,71.90111397975603,70.85707281155449,71.615478515625,51900,0.0,0.0,0.0,QQQE
2022-03-10 00:00:00-05:00,70.51233499450909,70.82752517191193,69.82287526780894,70.63053131103516,31100,0.0,0.0,0.0,QQQE
